,UNDER_CONSTRUCTION,RERA,BHK_NO,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,area,TARGET(PRICE_IN_LACS),PRICE_IN_LACS,POSTED_BY Dealer,POSTED_BY Owner,BHK_OR_RK,city_tier tier2,city_tier tier3,ADDRESS
2867,0,0,2,1025.4498,1,1,19.218498,72.992114,6.932886624583397,110.0,4.700480365792417,1.0,0.0,0,0.0,0.0,158
2868,0,0,1,660.0660066,1,1,26.832353,75.841749,6.492339840019804,20.0,2.995732273553991,1.0,0.0,0,1.0,0.0,105
2869,0,0,2,1100.478469,1,1,26.832353,75.841749,7.003500336031825,23.0,3.1354942159291497,1.0,0.0,0,1.0,0.0,105
2870,0,0,1,350.05834310000006,1,1,22.65921,88.4384,5.858099835162892,15.0,2.70805020110221,1.0,0.0,0,0.0,0.0,134
2871,0,0,1,640.0931045,1,1,18.744775,73.823649,6.4616136415543926,22.0,3.091042453358316,0.0,1.0,0,0.0,0.0,192
2872,0,0,2,1200.087279,1,1,35.0,136.0,7.0901495656312115,55.0,4.007333185232471,0.0,1.0,0,0.0,0.0,21
2873,0,1,3,2237.970906,1,1,30.696627000000003,76.693764,7.71332488878737,120.0,4.787491742782046,1.0,0.0,0,0.0,1.0,155
2874,0,1,3,1725.200246,1,1,23.185756,77.498465,7.453098407365841,28.0,3.332204510175204,0.0,1.0,0,1.0,0.0,41
2875,0,0,2,1444.141689,1,1,13.141581,77.749756,7.2752704372152435,79.5,4.375757021660286,1.0,0.0,0,0.0,0.0,21
2876,0,0,2,1305.220884,1,1,12.9958935,77.761394,7.17412756520409,65.0,4.174387269895637,0.0,1.0,0,0.0,0.0,21
2877,0,1,2,1160.092807,1,1,19.076057,73.097319,7.056255286934581,65.0,4.174387269895637,1.0,0.0,0,0.0,0.0,158
2878,0,0,3,1650.165017,1,1,28.6221,77.3674,7.40863057219696,90.0,4.499809670330265,0.0,1.0,0,1.0,0.0,172
2879,0,1,4,2143.163309,1,1,28.576117,77.382136,7.670038198356345,100.0,4.605170185988092,1.0,0.0,0,1.0,0.0,172
2880,0,0,2,839.9440037,1,1,16.47431,80.71281,6.733335227353427,18.0,2.8903717578961645,0.0,1.0,0,1.0,0.0,248
2881,0,1,3,1235.230934,1,1,26.900926,75.775927,7.11901322267454,34.5,3.5409593240373143,1.0,0.0,0,1.0,0.0,78
2882,0,0,3,1800.5540170000002,1,1,28.553374,77.355611,7.495849683749708,52.0,3.9512437185814275,1.0,0.0,0,1.0,0.0,172
2883,0,0,2,1155.042203,1,1,12.919423,77.522774,7.051892161682286,52.0,3.9512437185814275,0.0,1.0,0,0.0,0.0,21
2884,0,0,2,1052.983024,1,1,19.05444,72.84056,6.959382390446566,410.0,6.016157159698354,1.0,0.0,0,0.0,0.0,158
2885,0,0,4,1695.364238,1,1,26.900926,75.775927,7.435652886404587,64.0,4.1588830833596715,1.0,0.0,0,1.0,0.0,78
2886,0,0,2,735.1077313,1,1,20.020552,75.07763299999999,6.600017061669314,29.0,3.367295829986474,0.0,1.0,0,1.0,0.0,17
2887,0,1,2,1028.118419,1,1,28.743724,76.81131500000001,6.935485632960606,83.0,4.418840607796598,1.0,0.0,0,0.0,0.0,158
2888,0,0,2,1000.0,1,1,23.399528,85.357421,6.907755278982137,45.0,3.8066624897703196,0.0,1.0,0,1.0,0.0,202
2889,0,0,2,830.0,1,1,24.6902,78.416,6.721425700790643,83.0,4.418840607796598,1.0,0.0,0,0.0,1.0,142
2890,0,0,1,516.6931638,1,1,28.783038,77.260125,6.247449204704357,19.5,2.970414465569701,0.0,1.0,0,1.0,0.0,78
2891,1,1,1,650.0,0,1,19.218498,72.992114,6.476972362889683,65.0,4.174387269895637,1.0,0.0,0,0.0,1.0,142
2892,0,0,4,3400.204012,1,1,12.96991,77.59796,8.131590712333525,200.0,5.298317366548036,0.0,1.0,0,0.0,0.0,21
2893,0,1,2,682.0950061000001,1,1,19.18,72.96333,6.5251689532733685,140.0,4.941642422609304,1.0,0.0,0,0.0,0.0,158
2894,1,1,1,473.3333333000001,0,0,24.69028,78.41889,6.159799861856774,28.4,3.3463891451671604,0.0,0.0,0,0.0,1.0,142
2895,0,0,2,1105.044202,1,1,18.964489,73.019574,7.0076406149617565,85.0,4.442651256490317,1.0,0.0,0,0.0,0.0,148
2896,0,0,3,1611.495333,1,1,19.255098,72.9815265,7.384917805191727,240.0,5.480638923341991,1.0,0.0,0,0.0,0.0,158
2897,0,0,2,989.6790612,1,1,19.1849,72.8347,6.8973807099646836,140.0,4.941642422609304,1.0,0.0,0,0.0,0.0,148
2898,0,1,3,1822.017645,1,1,12.96991,77.59796,7.5076997621857435,190.0,5.247024072160486,1.0,0.0,0,0.0,0.0,21
2899,1,1,3,2533.333333,0,1,26.930121000000003,75.790763,7.837291237474734,190.0,5.247024072160486,1.0,0.0,0,1.0,0.0,105
2900,0,1,3,2300.279764,1,1,30.594843,76.84983000000001,7.740786031041858,74.0,4.30406509320417,1.0,0.0,0,1.0,0.0,47
2901,0,0,3,1585.014409,1,1,22.54111,88.33778000000001,7.368348777121795,110.0,4.700480365792417,0.0,1.0,0,0.0,0.0,134
2902,0,0,3,1500.0,1,1,22.69995,88.390833,7.313220387090301,30.0,3.4011973816621555,0.0,1.0,0,0.0,0.0,134
2903,0,0,3,785.1934941000001,1,1,12.80009,77.71181999999999,6.665930176708275,28.0,3.332204510175204,0.0,1.0,0,0.0,0.0,21
2904,0,0,1,900.0,1,1,18.462505,73.852052,6.802394763324311,45.0,3.8066624897703196,0.0,1.0,0,0.0,0.0,192
2905,0,1,2,949.6510469,1,1,28.576117,77.382136,6.8560945980637875,38.1,3.6402142821326553,1.0,0.0,0,1.0,0.0,172
2906,0,0,3,1550.169109,1,1,12.95619,77.70194000000001,7.3461193065426835,110.0,4.700480365792417,0.0,1.0,0,0.0,0.0,21
2907,0,0,2,998.3193277,1,1,22.102094,82.150476,6.906073192768008,29.7,3.391147045808654,0.0,1.0,0,1.0,0.0,45
2908,0,0,1,328.05866460000004,1,1,26.92652,80.948937,5.793192447879213,17.0,2.833213344056216,0.0,1.0,0,1.0,0.0,144
2909,0,0,1,469.924812,1,1,12.95161,80.14097,6.152572707438739,25.0,3.2188758248682006,0.0,1.0,0,0.0,0.0,49
2910,0,0,2,700.0538502999999,1,1,22.3,73.2,6.551157261084521,13.0,2.5649493574615367,0.0,1.0,0,1.0,0.0,242
2911,0,0,1,687.521485,1,1,15.359746,75.12186700000001,6.5330930799615174,20.0,2.995732273553991,0.0,1.0,0,0.0,1.0,2
2912,0,0,2,550.1481167999999,1,1,23.185601,77.43543299999999,6.310187545243626,13.0,2.5649493574615367,0.0,1.0,0,1.0,0.0,41
2913,0,0,2,1323.308271,1,1,23.182972,72.611485,7.187890146042854,44.0,3.784189633918261,1.0,0.0,0,0.0,1.0,76
2914,1,1,3,1775.037369,0,1,19.1758,72.8643,7.481576754645652,190.0,5.247024072160486,1.0,0.0,0,0.0,0.0,148
2915,0,0,3,1330.023054,1,1,19.124896,72.89350300000001,7.192951554900157,450.0,6.1092475827643655,1.0,0.0,0,0.0,0.0,158
2916,0,1,5,5800.334635,1,1,18.558319,73.77588,8.665670890559834,520.0,6.253828811575473,1.0,0.0,0,0.0,0.0,192
2917,0,1,3,150232.5581,1,0,12.845659,80.231049,11.919939759802064,6460.0,8.773384596776648,1.0,0.0,0,0.0,0.0,49
2918,0,0,1,643.0408687999999,1,1,24.69028,78.41889,6.466208281782337,22.5,3.1135153092103742,1.0,0.0,0,0.0,1.0,142
2919,0,1,1,850.0,1,1,18.744775,73.823649,6.745236349484363,27.2,3.3032169733019514,1.0,0.0,0,0.0,0.0,192
2920,0,1,2,1175.088132,1,1,18.966114,73.148278,7.0690984297229,80.0,4.382026634673881,1.0,0.0,0,0.0,0.0,148
2921,0,0,2,680.0,1,1,13.134397,80.15945500000001,6.522092798170152,27.2,3.3032169733019514,0.0,1.0,0,0.0,0.0,49
2922,0,1,3,2350.094111,1,1,30.33,78.06,7.762210653570378,87.4,4.470495282661489,1.0,0.0,0,1.0,0.0,59
2923,1,1,3,642.0711974,0,0,13.143933,77.667304,6.464699196918027,49.6,3.903990833730882,1.0,0.0,0,0.0,0.0,21
2924,0,1,2,910.1585437,1,1,18.744775,73.823649,6.813618808181838,31.0,3.4339872044851463,0.0,1.0,0,0.0,0.0,192
2925,0,0,2,1325.158228,1,1,12.865219,77.59036,7.189287148649128,67.0,4.204692619390966,1.0,0.0,0,0.0,0.0,21
2926,0,0,2,1049.090909,1,1,24.69028,78.41889,6.955679267177065,57.7,4.055257173514054,1.0,0.0,0,0.0,1.0,142
2927,0,0,2,949.8480243,1,1,28.2102,76.8606,6.856301997376262,25.0,3.2188758248682006,0.0,1.0,0,0.0,1.0,39
2928,0,0,2,1175.059952,1,1,18.510861,73.926175,7.069074448255355,98.0,4.584967478670572,1.0,0.0,0,0.0,0.0,192
2929,0,1,3,1943.75703,1,1,28.577673,77.389781,7.572377992641261,86.4,4.45898767581001,1.0,0.0,0,1.0,0.0,172
2930,0,0,3,2435.0649350000003,1,1,25.025959,75.873414,7.797728702512252,150.0,5.0106352940962555,1.0,0.0,0,0.0,1.0,137
2931,0,1,1,712.9616427,1,1,18.96,72.82,6.569427621912484,100.0,4.605170185988092,1.0,0.0,0,0.0,0.0,148
2932,0,0,3,1380.096227,1,1,28.579004,77.431173,7.229908505430392,54.5,3.9982007016691985,0.0,1.0,0,1.0,0.0,172
2933,0,0,2,1049.1884220000002,1,1,19.05871,72.89969,6.9557722128574895,170.0,5.135798437050262,1.0,0.0,0,0.0,0.0,158
2934,1,0,2,1150.049358,0,1,12.8458,77.6727,7.047560140436259,69.9,4.247065649239764,0.0,1.0,0,0.0,0.0,21
2935,0,1,2,834.747767,1,1,19.05444,72.84056,6.727129603767775,300.0,5.703782474656201,1.0,0.0,0,0.0,0.0,158
2936,0,1,2,1291.274673,1,1,19.055891,73.06786899999999,7.163385128092535,140.0,4.941642422609304,1.0,0.0,0,0.0,1.0,142
2937,0,1,4,2086.230876,1,1,23.371554,77.991251,7.643114308247392,45.0,3.8066624897703196,1.0,0.0,0,1.0,0.0,41
2938,0,1,4,3851.797506,1,1,28.392679,77.344375,8.256295203000416,210.0,5.3471075307174685,1.0,0.0,0,1.0,0.0,72
2939,0,0,1,600.0738552,1,1,19.350789,73.36539499999999,6.397052739640948,32.5,3.481240089335692,1.0,0.0,0,0.0,0.0,192
2940,0,0,3,1130.22113,1,1,28.494868,77.410298,7.030168582827031,46.0,3.828641396489095,0.0,1.0,0,1.0,0.0,172
2941,0,0,3,1404.001404,1,1,16.708039000000003,81.081471,7.247081584585256,40.0,3.6888794541139363,0.0,1.0,0,0.0,1.0,68
2942,0,1,3,1555.176821,1,1,12.9407,77.7466,7.349344529402719,73.0,4.290459441148391,0.0,1.0,0,0.0,0.0,21
2943,0,1,3,862.0689654999999,1,1,24.69028,78.41889,6.759335273843863,240.0,5.480638923341991,1.0,0.0,0,0.0,1.0,142
2944,0,0,1,494.0304652,1,1,16.710471,74.264881,6.202597185731723,24.0,3.1780538303479458,1.0,0.0,0,1.0,0.0,133
2945,1,0,2,1216.8421050000002,0,0,13.071572,80.124247,7.104014343403611,57.8,4.056988775678332,0.0,0.0,0,0.0,0.0,49
2946,0,0,2,1000.0,1,1,22.7,88.35,6.907755278982137,23.0,3.1354942159291497,0.0,1.0,0,0.0,0.0,134
2947,0,0,2,1237.859455,1,1,15.40194,74.04333000000001,7.121138920951853,65.0,4.174387269895637,1.0,0.0,0,0.0,1.0,79
2948,0,0,3,925.0,1,1,22.581404,88.10884,6.829793737512425,37.0,3.6109179126442243,0.0,1.0,0,0.0,0.0,134
2949,0,1,3,745.1403888,1,1,28.431862,77.351104,6.613572641969002,34.5,3.5409593240373143,1.0,0.0,0,1.0,0.0,72
2950,0,0,3,1700.013077,1,1,50.817397,4.42145,7.438391222367662,130.0,4.867534450455582,0.0,1.0,0,0.0,0.0,21
2951,0,0,2,109375.0,1,1,16.4622,80.6179,11.602537623659915,35.0,3.5553480614894135,0.0,1.0,0,1.0,0.0,248
2952,0,0,3,1701.444623,1,1,25.618705,85.17096,7.439232947422495,53.0,3.970291913552122,1.0,0.0,0,1.0,0.0,187
2953,0,1,3,1600.492459,1,1,26.8626,75.7633,7.378066647746209,52.0,3.9512437185814275,1.0,0.0,0,1.0,0.0,105
2954,0,1,2,1226.830244,1,1,12.946431,80.23938299999999,7.112189084691358,92.0,4.5217885770490405,1.0,0.0,0,0.0,0.0,49
2955,0,0,3,1450.245426,1,1,20.333452,85.825738,7.279488080402224,65.0,4.174387269895637,1.0,0.0,0,1.0,0.0,42
2956,0,0,4,2015.790358,1,1,20.353795,85.82101999999999,7.6087666346967175,120.0,4.787491742782046,1.0,0.0,0,1.0,0.0,42
2957,0,0,3,1600.381043,1,1,21.106736,72.718721,7.377997031749216,67.2,4.207673247529104,1.0,0.0,0,1.0,0.0,231
2958,1,1,2,984.0288511,0,1,19.283359,72.864964,6.891655216846002,95.5,4.5591262474866845,1.0,0.0,0,0.0,1.0,142
2959,1,1,1,369.00369,0,0,19.2836,72.8675,5.910806643990528,45.0,3.8066624897703196,1.0,0.0,0,0.0,0.0,158
2960,0,0,3,1856.320772,1,1,13.11389,77.59833,7.526351728154186,100.0,4.605170185988092,0.0,1.0,0,0.0,0.0,21
2961,0,0,2,950.0542888,1,1,13.012767,77.756579,6.856519129067073,35.0,3.5553480614894135,0.0,1.0,0,0.0,0.0,21
2962,0,0,2,1155.327343,1,1,21.142359,72.862596,7.052138996654588,36.0,3.58351893845611,0.0,1.0,0,1.0,0.0,231
2963,0,0,2,845.0704225,1,1,22.54111,88.33778000000001,6.7394199641212555,24.0,3.1780538303479458,0.0,1.0,0,0.0,0.0,134
2964,0,1,2,840.0460299,1,1,13.141581,77.749756,6.733456687836031,36.5,3.597312260588446,0.0,1.0,0,0.0,0.0,21
2965,0,0,3,1150.234742,1,1,20.718207,77.012078,7.047721324005194,49.0,3.8918202981106265,0.0,1.0,0,0.0,1.0,4
2966,0,1,2,1100.025582,1,1,24.69028,78.41889,7.003088714879674,86.0,4.454347296253507,1.0,0.0,0,0.0,1.0,142
2967,0,0,3,2800.019064,1,1,18.967801,72.804393,7.937381504711546,2350.0,7.762170607138205,1.0,0.0,0,0.0,0.0,158
2968,1,0,1,615.1468315000001,0,1,19.468202,73.292858,6.421860989716679,19.9,2.990719731730447,1.0,0.0,0,0.0,0.0,148
2969,0,0,2,714.1237815000001,1,1,13.08389,80.27,6.571056310759257,31.5,3.449987545831587,1.0,0.0,0,0.0,0.0,49
2970,0,1,2,1352.163462,1,1,28.99,77.7,7.209461153140782,45.0,3.8066624897703196,0.0,1.0,0,1.0,0.0,153
2971,0,1,2,1465.315666,1,1,26.9186,75.71,7.289825969912836,56.4,4.032469158504013,1.0,0.0,0,1.0,0.0,105
2972,0,1,2,1216.10288,1,1,12.9958935,77.761394,7.103406664210446,87.0,4.465908118654584,1.0,0.0,0,0.0,0.0,21
2973,0,1,3,1470.155837,1,1,21.2751,81.66765,7.293123685718579,50.0,3.912023005428146,0.0,1.0,0,1.0,0.0,197
2974,0,0,2,1139.589905,1,1,12.91,77.64,7.038423744213159,57.8,4.056988775678332,0.0,1.0,0,0.0,0.0,21
2975,1,1,2,1020.116992,0,1,19.283359,72.864964,6.927672597740215,71.5,4.269697449699962,1.0,0.0,0,0.0,0.0,158
2976,0,0,1,700.0259269,1,1,19.038205,73.06612,6.55111737278607,54.0,3.9889840465642745,1.0,0.0,0,0.0,0.0,158
2977,0,0,2,1062.146893,1,1,26.152148,91.777178,6.968047509562726,47.0,3.8501476017100584,1.0,0.0,0,1.0,0.0,86
2978,0,0,2,1022.959764,1,1,18.5511925,73.94993649999999,6.930455433799828,90.0,4.499809670330265,1.0,0.0,0,0.0,0.0,192
2979,0,0,2,700.280112,1,1,21.1833,81.6833,6.551480415000745,7.5,2.0149030205422647,0.0,1.0,0,1.0,0.0,197
2980,0,0,2,1300.2022539999998,1,1,23.98,85.35,7.170275111348315,45.0,3.8066624897703196,0.0,1.0,0,0.0,1.0,96
2981,0,0,3,99.97500625,1,1,29.305611,76.323316,4.604920217248509,40.0,3.6888794541139363,0.0,1.0,0,0.0,1.0,116
2982,1,1,1,785.0568489,0,1,19.371618,72.824114,6.665756134141172,87.0,4.465908118654584,1.0,0.0,0,0.0,0.0,148
2983,0,0,3,1439.677512,1,1,21.17,72.83,7.2721744174895,50.0,3.912023005428146,1.0,0.0,0,1.0,0.0,231
2984,1,0,2,1353.057911,0,1,12.9077,77.6755,7.210122429176468,75.0,4.31748811353631,0.0,1.0,0,0.0,0.0,21
2985,0,0,2,997.6958525,1,1,12.9206,80.1372,6.90544847284958,43.3,3.768152635008444,1.0,0.0,0,0.0,0.0,49
2986,1,1,3,744.9605609,0,1,28.431862,77.351104,6.613331278589012,34.0,3.5263605246161616,1.0,0.0,0,1.0,0.0,72
2987,0,0,1,522.6293103,1,1,26.91667,75.86667,6.258872437047646,19.4,2.9652730660692823,0.0,1.0,0,1.0,0.0,105
2988,0,0,3,1100.0,1,1,22.54111,88.33778000000001,7.003065458786462,57.2,4.046553898385752,1.0,0.0,0,0.0,0.0,134
2989,0,0,2,945.0744941,1,1,19.2836,72.8675,6.851263754122292,85.0,4.442651256490317,1.0,0.0,0,0.0,1.0,142
2990,0,0,3,1355.01355,1,1,12.96991,77.59796,7.211566733263801,130.0,4.867534450455582,1.0,0.0,0,0.0,0.0,21
2991,1,0,2,1050.19305,0,1,26.16667,91.76667,6.956729283394774,40.8,3.708682081410116,1.0,0.0,0,1.0,0.0,86
2992,0,0,1,900.0423549000001,1,1,22.53028,88.33417,6.802441823216976,85.0,4.442651256490317,0.0,1.0,0,0.0,0.0,134
2993,0,0,3,1235.839341,1,1,22.486821,88.233267,7.1195056465594035,36.0,3.58351893845611,0.0,1.0,0,0.0,0.0,134
2994,0,1,2,1295.022258,1,1,26.86056,80.91583,7.166283161630719,64.0,4.1588830833596715,1.0,0.0,0,1.0,0.0,144
2995,0,0,4,2600.0195,1,1,19.103831,72.837361,7.863274223981448,800.0,6.684611727667927,1.0,0.0,0,0.0,1.0,142
2996,0,1,2,618.1818182,1,0,19.161955,72.839616,6.426782618395239,170.0,5.135798437050262,1.0,0.0,0,0.0,0.0,148
2997,0,0,4,3331.418725,1,1,19.12,72.91,8.111153535787253,580.0,6.363028103540465,1.0,0.0,0,0.0,0.0,158
2998,0,0,3,1835.781041,1,1,25.357594,82.98797900000001,7.515225305353953,110.0,4.700480365792417,0.0,1.0,0,1.0,0.0,245
2999,0,0,3,1300.264869,1,1,12.96991,77.59796,7.170323268080971,54.0,3.9889840465642745,0.0,1.0,0,0.0,0.0,21
3000,0,0,3,1850.582591,1,1,30.74,76.65,7.523255782551401,54.0,3.9889840465642745,1.0,0.0,0,1.0,0.0,47
3001,0,0,2,971.8899522,1,1,19.164548,73.52786800000001,6.879242580149574,65.0,4.174387269895637,1.0,0.0,0,0.0,0.0,192
3002,0,0,2,1240.1352869999998,1,1,18.973908,73.02510600000001,7.122975755067201,110.0,4.700480365792417,1.0,0.0,0,0.0,0.0,148
3003,0,0,2,850.0772798,1,1,12.8458,77.6727,6.745327262763389,22.0,3.091042453358316,0.0,1.0,0,0.0,0.0,21
3004,0,0,3,1570.064111,1,1,18.542235,73.828136,7.358871732540473,120.0,4.787491742782046,1.0,0.0,0,0.0,0.0,192
3005,0,1,3,144598.33800000002,1,0,12.86,77.786,11.881715094864814,7830.0,8.965717788984849,1.0,0.0,0,0.0,0.0,21
3006,0,0,1,545.0581394999999,1,1,19.2167,73.0833,6.300892466955204,45.0,3.8066624897703196,1.0,0.0,0,0.0,1.0,142
3007,0,0,1,664.7864625,1,1,20.390456,72.91401,6.499465880066756,16.5,2.803360380906535,0.0,1.0,0,0.0,1.0,244
3008,0,0,2,1150.117018,1,1,24.395822,78.989627,7.047618970963238,34.4,3.5380565643793527,1.0,0.0,0,1.0,0.0,231
3009,0,0,1,535.0194553,1,1,17.524875,73.520142,6.282303111281543,11.0,2.3978952727983707,0.0,1.0,0,0.0,1.0,203
3010,1,0,4,1814.583333,0,0,22.54111,88.33778000000001,7.5036111517490065,87.1,4.467056883858457,1.0,0.0,0,0.0,0.0,134
3011,0,0,3,1610.017889,1,1,28.9196,76.8972,7.384000569096904,72.0,4.276666119016055,1.0,0.0,0,1.0,0.0,78
3012,0,0,4,4000.0,1,1,12.96991,77.59796,8.294049640102028,600.0,6.396929655216146,1.0,0.0,0,0.0,0.0,21
3013,0,0,3,1499.000666,1,1,12.9638,80.0811,7.312553942398696,90.0,4.499809670330265,0.0,1.0,0,0.0,0.0,49
3014,0,0,1,650.136075,1,1,26.030202,72.36837,6.4771816871336805,21.5,3.068052935133617,0.0,1.0,0,1.0,0.0,59
3015,0,0,2,1260.151218,1,1,28.630742,77.446166,7.138987007030099,45.0,3.8066624897703196,0.0,1.0,0,1.0,0.0,78
3016,0,0,2,954.9795362,1,1,22.54111,88.33778000000001,6.861689912188319,35.0,3.5553480614894135,1.0,0.0,0,0.0,0.0,134
3017,0,1,2,1140.0,1,1,13.054202,77.674002,7.038783541388542,45.6,3.8199077165203406,1.0,0.0,0,0.0,0.0,21
3018,0,1,1,765.0273224,1,1,24.69028,78.41889,6.639911548744307,63.0,4.143134726391533,1.0,0.0,0,0.0,1.0,142
3019,0,1,3,1446.015424,1,1,28.59632,77.38143000000001,7.276567069328488,90.0,4.499809670330265,0.0,1.0,0,1.0,0.0,172
3020,0,0,3,3371.165299,1,1,13.04034,77.591347,8.123013749629601,300.0,5.703782474656201,1.0,0.0,0,0.0,0.0,21
3021,1,0,3,2637.594514,0,1,23.368714,85.34384,7.877622611834218,150.0,5.0106352940962555,1.0,0.0,0,1.0,0.0,202
3022,0,0,1,152.0126475,1,1,23.234956,72.636863,5.023963724621589,12.5,2.5257286443082556,0.0,1.0,0,0.0,1.0,76
3023,0,0,2,1049.790042,1,1,24.69028,78.41889,6.956345463156903,35.0,3.5553480614894135,1.0,0.0,0,0.0,1.0,142
3024,0,1,3,1690.3313050000002,1,1,28.6711,77.3683,7.43267982716563,75.0,4.31748811353631,0.0,1.0,0,1.0,0.0,78
3025,1,1,1,463.7722018999999,0,1,19.4559,72.8114,6.1393934874926686,32.9,3.493472657771326,1.0,0.0,0,0.0,1.0,142
3026,0,0,4,2000.0,1,1,24.69028,78.41889,7.600902459542082,1700.0,7.438383530044307,1.0,0.0,0,0.0,1.0,142
3027,0,0,2,1100.0,1,1,13.079235,77.517166,7.003065458786462,33.0,3.4965075614664802,0.0,1.0,0,0.0,0.0,21
3028,1,1,3,1710.0188100000005,0,1,19.0167,72.8167,7.444259649436206,900.0,6.802394763324311,1.0,0.0,0,0.0,1.0,142
3029,0,0,2,1043.148412,1,1,19.049822,73.067595,6.949998738262497,110.0,4.700480365792417,1.0,0.0,0,0.0,1.0,142
3030,0,1,3,1500.0,1,1,28.406388,77.342588,7.313220387090301,54.0,3.9889840465642745,1.0,0.0,0,1.0,0.0,72
3031,0,0,1,678.6941581,1,1,18.96667,72.83333,6.5201705961877705,23.7,3.1654750481410856,1.0,0.0,0,0.0,0.0,158
3032,0,1,1,547.9452054999999,1,1,28.939024,77.689176,6.306175291985182,13.2,2.580216829592325,0.0,1.0,0,1.0,0.0,153
3033,0,1,4,3800.02375,1,1,19.1026,72.8243,8.242762595694947,1600.0,7.3777589082278725,1.0,0.0,0,0.0,0.0,148
3034,0,1,3,2729.608221,1,0,28.525772,77.013644,7.911913369089425,170.0,5.135798437050262,1.0,0.0,0,1.0,0.0,85
3035,0,0,3,1225.899922,1,1,12.9255,77.6765,7.111430483474224,110.0,4.700480365792417,1.0,0.0,0,0.0,0.0,21
3036,1,1,1,574.8594787999999,0,1,18.52361,73.84778,6.354125626234892,22.5,3.1135153092103742,1.0,0.0,0,0.0,0.0,192
3037,0,1,2,858.2326764000001,1,1,24.69028,78.41889,6.754875247339445,27.0,3.295836866004329,1.0,0.0,0,0.0,1.0,142
3038,0,1,2,719.0106413999999,1,1,19.1849,72.8347,6.577876157889688,150.0,5.0106352940962555,1.0,0.0,0,0.0,1.0,142
3039,0,0,2,952.0,1,1,13.129471,80.208888,6.858565034791365,47.6,3.8628327612373745,1.0,0.0,0,0.0,0.0,49
3040,0,0,3,3000.0,1,1,18.9667,72.8167,8.006367567650246,1050.0,6.956545443151569,1.0,0.0,0,0.0,1.0,142
3041,1,0,3,1919.720768,0,1,22.54111,88.33778000000001,7.559935021112041,99.0,4.59511985013459,1.0,0.0,0,0.0,0.0,134
3042,1,1,2,1004.179498,0,1,19.26941,72.966637,6.911926067140448,91.3,4.514150787600923,1.0,0.0,0,0.0,0.0,148
3043,0,0,2,915.1572927,1,1,12.86,77.786,6.819095955091784,48.0,3.871201010907891,0.0,1.0,0,0.0,0.0,21
3044,0,0,2,949.893137,1,1,13.0983,80.1622,6.856349490898987,40.0,3.6888794541139363,0.0,1.0,0,0.0,0.0,49
3045,0,0,2,1115.114085,1,1,12.96991,77.59796,7.0167119970457,65.0,4.174387269895637,0.0,1.0,0,0.0,0.0,21
3046,1,1,3,2371.474549,0,0,28.403138,77.070052,7.771267213233904,280.0,5.634789603169249,1.0,0.0,0,1.0,0.0,85
3047,1,0,2,944.4444444,0,1,26.724219,88.326357,6.850596865095129,25.5,3.2386784521643803,1.0,0.0,0,1.0,0.0,223
3048,0,0,2,1185.02133,1,1,19.0167,72.8167,7.077516053407233,450.0,6.1092475827643655,1.0,0.0,0,0.0,1.0,142
3049,0,0,1,675.2194463,1,1,22.731547,75.888193,6.515037743666776,20.0,2.995732273553991,0.0,1.0,0,1.0,0.0,102
3050,0,0,3,1159.745604,1,1,22.54111,88.33778000000001,7.055955953152584,31.0,3.4339872044851463,1.0,0.0,0,0.0,0.0,134
3051,1,1,2,710.5263158,0,0,26.900926,75.775927,6.566005985274895,27.0,3.295836866004329,1.0,0.0,0,1.0,0.0,78
3052,0,0,2,810.1265823,1,1,18.52361,73.84778,6.69719050990135,32.0,3.4657359027997265,1.0,0.0,0,0.0,0.0,192
3053,0,0,2,1250.0,1,1,18.52361,73.84778,7.1308988302963465,79.9,4.380775852772229,1.0,0.0,0,0.0,0.0,192
3054,0,1,3,1356.315343,1,1,28.5041,77.381557,7.212526995298697,48.0,3.871201010907891,1.0,0.0,0,1.0,0.0,172
3055,0,1,3,1580.0,1,1,26.900926,75.775927,7.365180126021013,55.3,4.012772908528289,0.0,1.0,0,1.0,0.0,78
3056,0,0,3,1048.252912,1,1,28.634537,77.471342,6.9548801640102855,31.5,3.449987545831587,1.0,0.0,0,1.0,0.0,78
3057,0,0,3,1900.0,1,1,25.45,81.85,7.549609165154532,77.9,4.355425952876702,1.0,0.0,0,0.0,1.0,6
3058,0,0,2,930.0595238,1,1,19.255098,72.9815265,6.835248588185149,100.0,4.605170185988092,1.0,0.0,0,0.0,1.0,142
3059,0,0,4,1762.1145370000002,1,1,28.4818,77.0843,7.474269808356216,180.0,5.19295685089021,1.0,0.0,0,1.0,0.0,85
3060,1,1,3,1500.0,0,0,10.52,76.21,7.313220387090301,81.0,4.394449154672439,0.0,0.0,0,1.0,0.0,236
3061,0,0,4,1461.454147,1,1,28.634537,77.471342,7.287187210128236,40.0,3.6888794541139363,1.0,0.0,0,1.0,0.0,78
3062,1,0,2,1025.132275,0,1,12.863492,77.74143000000001,6.932576932026919,31.0,3.4339872044851463,1.0,0.0,0,0.0,0.0,21
3063,0,0,1,1059.6962199999998,1,1,13.33222,74.74611,6.965737561127151,30.0,3.4011973816621555,0.0,1.0,0,0.0,1.0,240
